eeincome1,erbmi,erhhch,erspemch,ertpreat,ertseat,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eugroshp,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm
1,21.200001,3,-1,0,75,1,1,1,1,5,1,5,1,1,1,2,2,1,1,1,2,-1
1,27.4,3,-1,30,30,1,1,1,1,4,2,-1,-1,1,1,1,1,1,1,1,2,2
1,22,3,5,180,0,-1,1,2,2,-1,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,26.6,3,5,60,25,2,1,1,2,-1,1,2,1,1,1,-1,-1,2,1,1,2,-1
1,25.1,3,5,40,3,-1,1,1,1,2,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,37.400002,3,-1,25,5,-1,1,1,2,-1,2,-1,-1,2,1,1,1,1,2,1,1,2
1,25.700001,3,5,70,20,-1,1,1,1,6,2,-1,-1,1,1,1,2,1,2,1,2,2
1,22.1,3,5,60,30,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,6,2
1,30.200001,3,3,0,15,-1,2,1,2,-1,1,5,1,1,2,-1,-1,2,-1,-1,-1,-1
1,25.1,3,-1,30,30,1,1,1,1,7,1,7,1,1,1,1,2,1,1,2,2,2
2,21.6,3,5,50,0,2,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
2,23.200001,1,-1,40,0,-1,2,2,1,2,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
1,25.6,3,5,100,60,2,1,1,2,-1,1,4,1,2,1,2,2,1,1,2,1,-1
1,22.700001,3,-1,55,0,-1,1,2,1,7,2,-1,-1,1,1,1,2,1,2,1,5,2
1,34.200001,3,-1,60,20,1,1,1,2,-1,1,2,2,1,1,1,1,1,1,3,1,2
2,33.5,3,5,45,0,1,1,2,2,-1,2,-1,-1,1,2,1,2,1,1,-1,-1,2
2,34.400002,3,-1,60,30,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,4,2
3,26.5,3,-1,90,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,2,1,2
2,29,3,-1,75,10,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,2,1,2
1,40,3,4,15,25,2,1,1,2,-1,1,5,2,1,1,1,2,3,1,1,2,2
1,32.099998,3,5,105,10,-1,1,1,2,-1,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
2,-1,3,-1,20,10,-1,1,1,2,-1,1,2,2,1,1,1,2,1,2,2,6,2
1,29.5,3,-1,30,2,-1,2,1,1,2,2,-1,-1,1,1,1,2,1,-1,1,1,2
2,28,3,-1,0,20,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,2,1,2
2,38.099998,3,-1,30,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,2,6,2
1,39,3,-1,15,15,-1,1,1,1,4,1,10,1,1,1,1,2,1,2,2,1,1
2,24.700001,3,-1,55,0,-1,2,2,2,-1,2,-1,-1,1,3,-1,-1,2,-1,1,2,-1
2,30.200001,3,4,55,5,2,1,1,1,5,2,-1,-1,1,1,1,2,1,1,1,2,1
-2,23.5,3,5,45,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,-2,2
1,17.799999,3,-1,35,20,-1,1,1,2,-1,1,7,1,1,1,-1,-1,2,2,5,5,-1
1,24.799999,3,5,32,30,-1,1,1,1,3,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,-1,3,5,50,5,-1,1,1,1,3,1,3,1,1,1,1,2,1,2,2,2,2
2,28.200001,3,-1,79,0,-1,2,2,1,5,1,2,2,2,1,1,2,1,-1,1,1,2
1,19.6,1,-1,80,0,-1,1,2,1,2,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
3,21.5,3,5,25,30,-1,2,1,2,-1,1,1,2,1,1,-1,-1,2,-1,1,2,-1
2,32.900002,3,-1,65,300,2,1,1,2,-1,1,5,2,1,1,1,2,1,1,1,1,2
1,20.1,3,5,55,60,-1,1,1,1,1,1,1,2,1,1,1,2,1,2,3,4,2
2,33.200001,3,5,130,10,2,1,1,2,-1,1,1,2,1,2,-1,-1,2,1,-1,-1,-1
1,18.9,3,-1,80,10,-1,2,1,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,23.5,3,-1,40,10,-1,1,1,1,4,1,2,2,1,1,2,2,1,2,1,1,-1
1,30.799999,3,-1,30,0,-1,2,2,2,-1,2,-1,-1,1,1,2,2,1,-1,2,1,-1
1,25.799999,3,5,45,25,-1,1,1,1,5,1,2,2,1,1,1,2,1,2,1,2,2
2,24,3,-1,170,2,1,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
1,21.299999,3,1,135,0,-1,1,2,1,7,2,-1,-1,1,1,-1,-1,2,2,1,3,-1
1,30.1,3,5,20,0,-1,1,2,2,-1,1,5,2,1,3,1,2,1,2,2,6,1
1,30.9,3,5,65,7,-1,1,1,1,1,1,7,1,1,1,1,2,1,2,1,2,2
2,19.9,3,-1,90,0,-1,2,2,1,7,2,-1,-1,1,1,1,2,1,-1,3,1,2
-2,26.200001,3,3,40,0,-1,1,2,1,3,2,-1,-1,1,1,1,2,1,2,1,2,2
1,19.5,3,5,75,10,1,1,1,1,3,1,2,2,1,1,1,2,3,1,1,2,2
2,19.4,3,-1,30,0,1,1,2,2,-1,2,-1,-1,2,1,1,2,1,1,1,1,2
3,27.4,3,2,30,0,2,1,2,1,2,1,1,2,1,1,-1,-1,2,1,2,1,-1
1,35,3,4,60,0,2,1,2,1,2,1,3,1,1,3,1,2,3,1,2,1,1
1,31,3,-1,60,20,-1,1,1,1,18,2,-1,-1,1,1,1,2,1,2,1,3,2
2,24.299999,3,5,60,0,-1,1,2,2,-1,1,2,1,1,1,1,1,1,2,1,1,1
1,38.400002,3,-1,25,5,-1,1,1,2,-1,1,2,2,1,1,1,2,1,2,1,6,2
1,24.200001,3,5,90,1,-1,2,1,1,4,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,43.200001,3,-1,60,20,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,3,1,2
1,27.5,3,-1,85,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
1,-1,3,5,20,20,-1,2,1,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,-1,3,1,0,10,-1,2,1,-3,-1,-3,-1,-1,-3,3,-1,-1,-3,-1,2,-3,-1
3,25.200001,3,-1,0,15,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,28.700001,1,-1,125,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,1,3,2
3,31.200001,3,5,60,30,-1,2,1,1,1,1,6,1,1,2,-1,-1,2,-1,-1,-1,-1
1,29.299999,3,5,135,0,-1,1,2,2,-1,1,3,1,1,1,1,2,1,2,1,2,1
2,27.299999,3,-1,35,0,-1,1,2,2,-1,1,5,1,1,2,-1,-1,2,2,-1,-1,-1
2,30.700001,3,-1,15,0,-1,1,2,2,-1,1,5,2,1,1,1,2,1,2,1,2,2
2,23.4,3,-1,50,2,-1,1,1,2,-1,2,-1,-1,1,1,1,2,3,2,2,1,2
2,39.5,3,5,30,5,1,1,1,2,-1,2,-1,-1,1,2,1,2,3,1,-1,-1,2
2,32.599998,3,-1,100,1,-1,1,1,2,-1,1,1,2,1,1,1,2,1,2,2,6,2
2,27.5,3,-1,40,15,2,1,1,1,5,1,2,2,1,1,1,2,1,1,2,1,2
2,20.299999,3,-1,135,0,-1,1,2,1,7,1,2,2,1,1,1,2,1,2,1,1,2
2,29.5,3,-1,45,60,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,-1
1,27.200001,3,-1,90,0,1,1,2,1,6,2,-1,-1,1,1,1,2,1,1,1,2,2
1,28.1,3,5,37,0,2,1,2,2,-1,1,1,2,1,3,1,2,1,1,1,1,2
2,31.4,3,5,115,2,-1,1,1,1,3,1,2,1,1,1,1,2,1,2,1,5,2
2,20.4,3,-1,60,0,1,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,1,1,2
1,-1,3,5,80,5,1,1,1,2,-1,1,7,1,1,3,1,2,1,1,2,1,2
3,36,3,-1,60,-2,-1,1,-2,1,2,1,1,2,1,1,1,2,1,2,1,1,1
1,22.6,3,-1,80,5,-1,2,1,1,10,2,-1,-1,1,1,1,2,1,-1,1,2,1
2,27.9,3,-1,135,15,-1,2,1,1,2,1,1,2,1,1,-2,2,1,-1,1,2,-1
1,22.4,1,5,40,20,-1,1,1,1,7,2,-1,-1,1,1,2,2,3,2,1,2,-1
2,22.6,3,-1,20,0,-1,1,2,2,-1,2,-1,-1,1,1,1,1,1,2,2,2,2
1,18.299999,3,-1,61,20,2,1,1,1,7,1,3,1,1,2,-1,-1,2,1,-1,-1,-1
1,21.9,3,-1,30,10,-1,1,1,1,7,-2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,-1,3,-1,0,7,-1,2,1,1,5,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,20.299999,3,5,60,0,-1,2,2,1,1,1,4,1,1,2,-1,-1,2,-1,-1,-1,-1
1,28.200001,3,5,60,0,-1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,1,2
2,24.799999,3,-1,55,5,2,1,1,2,-1,1,3,2,2,1,-1,-1,2,1,2,4,-1
2,24.4,3,-1,65,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,3,1,2
1,26,3,5,85,0,-1,1,2,1,5,1,2,2,1,3,-1,-1,2,2,1,1,-1
1,33.099998,3,5,30,5,-1,1,1,2,-1,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
1,17.4,3,5,25,2,-1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,3,2
1,26.6,3,5,135,0,-1,1,2,1,6,1,2,1,1,1,1,2,1,2,1,4,2
1,25,3,-1,60,20,-1,1,1,1,1,1,3,2,1,1,1,2,1,2,1,4,2
1,25.4,3,5,35,10,-1,1,1,2,-1,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
1,22.200001,3,-1,45,25,2,1,1,1,5,1,3,1,1,3,1,2,3,1,1,4,2
2,23.6,3,5,95,0,1,1,2,2,-1,1,2,2,1,1,1,2,1,1,2,1,2
1,20.4,3,-1,60,30,1,1,1,2,-1,1,4,2,2,1,1,2,1,1,1,3,2
1,20.5,3,5,60,10,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,3,3,2
-3,-1,3,-1,0,0,1,1,1,-3,-1,2,-1,-1,-3,1,1,-3,1,1,1,1,-3
1,34,3,5,90,30,-1,1,1,1,4,1,3,1,1,3,1,2,3,2,1,4,2
3,26.4,3,4,105,0,-1,2,2,1,7,2,-1,-1,1,2,2,2,1,-1,-1,-1,-1
2,24.200001,3,-1,50,30,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,33.5,3,-1,2,40,-1,1,1,2,-1,1,1,1,2,1,1,2,1,2,-2,-1,2
1,27.200001,3,5,90,0,-1,1,2,2,-1,1,8,1,1,1,-1,-1,2,2,1,1,-1
2,23.5,3,5,120,20,2,1,1,1,3,1,2,1,1,2,-1,-1,2,1,-1,-1,-1
1,37.700001,3,5,180,0,-1,2,2,2,-1,2,-1,-1,1,3,-1,-1,2,-1,2,3,-1
1,30.5,3,5,140,485,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,6,2
1,21.799999,3,5,30,10,1,1,1,2,-1,1,2,1,1,1,1,2,1,1,3,1,2
1,24.299999,3,5,15,0,-1,1,2,1,3,1,2,2,1,3,1,2,3,2,1,6,1
2,33.200001,3,5,0,60,-1,2,1,2,-1,1,1,2,1,1,1,2,1,-1,2,2,2
1,25.1,3,-1,75,0,3,1,2,1,7,1,3,1,1,1,-2,2,1,1,2,4,-1
1,26.200001,3,5,40,3,2,1,1,2,-1,1,3,2,1,2,1,2,3,1,-1,-1,2
3,26.4,3,-1,30,0,1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,18.6,3,-1,40,4,-1,2,1,1,6,1,2,2,1,1,1,2,1,-1,1,5,2
1,25.299999,3,-1,120,10,-1,1,1,1,3,1,3,1,1,1,1,2,1,2,1,3,2
1,23.5,3,5,20,30,1,1,1,1,7,2,-1,-1,1,3,-1,-1,2,1,1,1,-1
1,-1,3,5,45,0,-1,1,2,1,7,1,3,2,1,3,1,2,1,2,1,2,2
2,24.700001,1,-1,22,0,2,1,2,2,-1,2,-1,-1,1,3,1,2,1,1,1,1,2
2,47.400002,3,-1,105,10,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,2,3,2
1,24.4,3,5,150,0,-1,2,2,1,3,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,19.1,3,-1,28,0,-1,2,2,1,10,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
2,27.9,3,5,60,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,2,1,2
2,32.5,3,4,10,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,2,1,2
1,37.700001,3,-1,195,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,1,2,2
2,39.900002,3,5,30,30,1,1,1,2,-1,1,1,1,1,1,1,2,1,1,2,4,2
2,-1,3,5,60,0,-1,1,2,1,7,1,1,2,1,1,1,2,1,2,2,2,2
1,21.299999,3,-1,45,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,5,1,2
2,25.700001,1,-1,48,45,2,1,1,1,7,1,1,2,1,2,-1,-1,2,1,-1,-1,-1
2,24.799999,1,-1,45,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,2,3,2
2,31.9,1,4,20,0,-1,2,2,2,-1,2,-1,-1,1,3,1,2,1,-1,1,1,2
1,25.1,3,-1,125,75,1,1,1,1,4,1,3,1,1,1,1,2,1,1,2,1,2
1,26.5,3,5,60,30,1,1,1,1,2,1,6,1,1,2,-1,-1,2,1,-1,-1,-1
2,25.200001,3,5,45,5,-1,1,1,1,4,1,1,2,1,1,1,2,1,2,2,1,2
1,28.700001,3,3,0,0,-1,2,2,1,5,1,3,2,1,2,-1,-1,2,-1,-1,-1,-1
2,39.5,3,-1,10,0,-1,1,2,1,7,2,-1,-1,1,2,1,2,1,2,-1,-1,2
1,31.1,3,-1,60,90,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,2,4,2
1,31,3,-1,45,0,-1,2,2,1,7,2,-1,-1,3,2,-1,-1,2,-1,-1,-1,-1
-3,32.900002,3,5,30,10,-1,1,1,1,1,1,1,2,1,3,1,2,3,2,2,1,2
3,32.900002,3,-1,30,5,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,3,2
2,27,3,-1,70,0,-1,2,2,1,3,1,3,2,1,1,2,2,1,-1,1,3,-1
1,22.5,3,5,110,4,-1,1,1,1,4,1,2,2,1,1,1,2,1,2,1,2,2
1,27.299999,3,-1,30,5,-1,1,1,1,5,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,28.9,3,5,65,15,-1,2,1,2,-1,1,10,1,3,1,2,2,1,-1,1,2,-1
1,23.200001,3,-1,25,20,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,1,2,2
1,42.5,3,5,50,-2,2,1,-2,1,4,1,14,1,1,2,-1,-1,2,1,-1,-1,-1
1,28.4,3,5,70,0,2,1,2,2,-1,1,4,2,1,2,-1,-1,2,1,-1,-1,-1
1,31.200001,3,5,50,0,2,1,2,1,1,1,3,1,1,3,1,2,1,1,2,1,2
2,49.400002,3,-1,60,0,-1,2,2,2,-1,2,-1,-1,1,1,2,2,1,-1,2,2,-1
2,25.1,3,1,40,35,-1,1,1,1,4,1,1,2,1,1,1,2,1,2,2,1,2
2,25.700001,3,5,10,1,-1,2,1,2,-1,1,1,2,1,2,1,2,1,-1,-1,-1,2
2,-1,3,-1,50,20,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
3,26.6,3,-1,130,30,-1,1,1,1,4,2,-1,-1,1,3,2,2,3,2,5,3,-1
2,38.099998,3,5,60,0,2,1,2,2,-1,2,-1,-1,1,3,1,2,3,1,1,2,2
1,25.700001,3,-1,45,300,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,2,3,2
1,28.200001,3,3,75,0,-1,2,2,1,2,1,3,2,1,1,-1,-1,2,-1,1,2,-1
2,53.700001,3,5,60,90,-1,2,1,2,-1,1,1,1,1,1,1,2,1,-1,2,1,2
1,44.900002,3,-1,88,0,-1,1,2,2,-1,1,1,2,1,1,-1,-1,2,2,2,1,-1
1,25,3,3,90,0,-1,2,2,1,2,1,2,2,1,3,1,2,3,-1,1,2,2
2,34.599998,3,5,60,5,2,1,1,2,-1,1,1,1,2,2,-1,-1,2,1,-1,-1,-1
1,23.700001,3,5,60,2,-1,2,1,1,5,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
1,33.099998,3,-1,42,15,2,1,1,1,3,2,-1,-1,1,1,1,2,1,1,1,2,2
1,24,3,5,105,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,3,2
1,-1,3,1,40,15,-1,1,1,2,-1,1,2,1,1,1,1,2,3,2,1,3,2
2,25.1,3,-1,30,0,-1,1,2,2,-1,1,1,2,1,1,1,2,1,2,1,6,2
2,20.4,3,5,10,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,2,2,2
1,26.6,3,4,120,2,1,1,1,2,-1,1,4,2,1,1,1,2,1,1,1,2,2
1,33.400002,3,5,60,30,-1,2,1,1,2,1,1,2,1,1,1,2,1,-1,1,1,1
1,31.6,3,3,20,15,3,1,1,2,-1,1,3,1,1,2,-1,-1,2,1,-1,-1,-1
2,19.4,3,-1,90,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,1,3,2
-3,25.799999,3,-1,50,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,3,1,1
1,29.799999,3,-1,90,30,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,29.799999,3,-1,165,0,2,1,2,2,-1,2,-1,-1,1,1,2,2,1,1,1,3,-1
2,30.4,3,-1,60,2,-1,1,1,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,46.599998,3,-1,90,10,2,1,1,2,-1,1,2,1,2,1,-1,-1,2,1,2,1,-1
2,26.200001,3,-1,30,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,2,1,2
1,36.599998,3,5,150,0,-1,1,2,2,-1,2,-1,-1,1,3,-1,-1,2,2,1,1,-1
2,29,1,-1,65,0,3,1,2,1,1,1,2,2,2,1,1,2,3,1,2,5,1
1,33,3,-1,0,0,2,1,2,1,3,2,-1,-1,1,1,1,2,1,1,1,3,2
1,20.4,3,-1,105,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,3,1,2
1,-1,2,-1,60,73,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,1,2
1,23,3,-1,60,0,-1,2,2,1,7,1,1,2,1,1,2,2,1,-1,1,3,-1
1,24.4,3,5,110,0,-1,2,2,1,5,1,3,1,1,1,1,2,1,-1,2,4,2
2,-1,3,5,32,0,-1,1,2,1,5,1,2,1,1,2,-1,-1,2,2,-1,-1,-1
2,20.1,3,-1,60,0,-1,1,2,2,-1,1,-2,2,1,1,1,2,1,2,1,2,2
1,-1,1,-1,60,0,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,2,2
1,26.6,3,5,120,0,-1,2,2,2,-1,2,-1,-1,1,3,-1,-1,2,-1,1,3,-1
2,19.4,3,-1,80,30,-1,2,1,2,-1,1,1,2,1,1,1,2,1,-1,5,3,2
2,35.299999,3,-1,15,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,2,1,2
1,30.700001,3,5,47,0,-1,1,2,1,4,2,-1,-1,1,2,1,2,3,2,-1,-1,2
1,43.299999,3,-1,135,45,-1,1,1,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,28.5,3,5,10,5,2,1,1,2,-1,2,-1,-1,2,2,-1,-1,2,1,-1,-1,-1
1,31.5,3,5,132,0,1,1,2,1,4,2,-1,-1,1,1,1,2,1,1,5,1,2
1,25.799999,3,-1,35,230,1,1,1,2,-1,1,3,2,1,1,1,2,1,1,1,2,2
1,-1,3,4,60,10,-1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2
1,26.299999,3,5,65,0,-1,2,2,1,3,1,2,2,1,3,1,2,1,-1,2,6,2
1,21.299999,3,5,50,0,1,1,2,1,6,1,3,2,1,1,1,2,1,1,1,1,2
1,31.200001,3,5,45,0,-1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,27.5,3,5,90,30,-1,2,1,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,24.4,3,5,60,0,-1,1,2,2,-1,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
2,30.1,3,-1,45,45,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,1,2,2
1,26.6,3,5,120,15,-1,2,1,1,1,2,-1,-1,1,2,1,2,1,-1,-1,-1,2
1,21.799999,3,-1,90,10,-1,2,1,1,7,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
1,25,3,3,69,0,-1,1,2,1,1,1,5,2,1,2,-1,-1,2,2,-1,-1,-1
2,28.9,3,-1,13,0,-1,1,2,2,-1,1,1,2,2,1,1,1,1,2,2,1,2
2,27.6,3,5,75,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,2,1,1
1,27.9,3,5,60,0,-1,2,2,2,-1,-2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,34.5,3,-1,30,2,-1,2,1,2,-1,1,4,1,1,1,2,2,1,-1,1,3,-1
1,-1,3,-1,5,240,2,1,1,1,1,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,22.1,3,5,145,10,-1,1,1,1,6,1,2,1,1,1,1,2,1,2,1,3,2
2,26.6,3,5,70,120,-1,2,1,2,-1,2,-1,-1,1,1,2,2,1,-1,1,2,-1
1,23.4,3,5,95,0,-1,1,2,1,4,2,-1,-1,1,1,1,2,1,2,1,3,2
2,25.700001,3,-1,195,0,2,1,2,2,-1,1,2,1,2,1,1,2,1,1,1,1,2
1,-1,3,-1,55,0,-1,1,2,2,-1,1,2,2,1,1,1,2,1,2,1,1,2
1,29.299999,3,5,150,0,-1,1,2,1,3,1,1,2,1,3,-1,-1,2,2,2,2,-1
2,48.099998,3,-1,120,0,-1,1,2,2,-1,2,-1,-1,2,1,1,2,1,2,2,2,2
1,33.200001,3,5,60,30,-1,2,1,1,5,1,1,2,1,3,1,2,1,-1,1,2,2
2,-1,3,-1,40,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,3,2
1,35.900002,3,5,0,30,-1,2,1,2,-1,1,1,1,1,1,1,2,1,-1,1,2,2
1,26.299999,3,5,70,0,-1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,24.4,3,-1,40,10,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,1,3,2
1,28,3,5,60,10,-1,1,1,1,4,1,1,2,1,1,1,2,1,2,1,1,2
1,24.1,3,5,75,2,2,1,1,1,4,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,31.299999,3,-1,70,45,2,1,1,1,1,1,2,1,1,3,1,2,1,1,2,2,2
2,27.799999,3,-1,45,0,2,1,2,1,7,1,1,2,1,1,1,2,1,1,1,1,2
1,33.700001,3,5,120,0,-1,1,2,2,-1,2,-1,-1,1,3,1,1,3,2,2,1,2
2,23.5,1,-1,130,5,-1,2,1,1,3,1,1,2,1,1,2,2,1,-1,1,1,-1
1,22.6,3,5,20,5,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2
1,23.6,3,-1,30,5,-1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,2,2
2,36.400002,3,-1,55,0,-1,1,2,2,-1,2,-1,-1,3,1,2,2,1,2,3,2,-1
2,25.299999,3,-1,60,30,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,3,2
1,30,3,-1,40,90,-1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2
2,22.1,3,-1,20,0,-1,2,2,1,6,1,3,2,1,2,-1,-1,2,-1,-1,-1,-1
2,28.200001,3,-1,35,0,-1,2,2,1,4,1,2,2,2,1,1,2,1,-1,1,1,2
1,34.900002,3,-1,40,-2,2,1,-2,1,7,1,1,1,2,3,1,1,3,1,5,3,1
1,26.299999,3,5,120,15,-1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2
1,22.6,3,5,45,20,-1,1,1,1,5,2,-1,-1,1,3,2,2,3,2,1,3,-1
-3,28.1,1,-1,120,5,-1,1,1,1,2,2,-1,-1,1,1,1,2,1,2,1,5,2
1,28.299999,3,5,55,10,2,1,1,2,-1,1,2,1,1,1,1,2,1,1,2,1,2
2,30.299999,3,3,175,15,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,5,1,2
2,35,3,5,45,10,-1,2,1,1,6,1,1,2,1,2,1,2,1,-1,-1,-1,1
1,23,3,5,55,0,-1,1,2,1,3,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
2,20.200001,3,5,25,0,2,1,2,1,3,1,1,1,1,2,-1,-1,2,1,-1,-1,-1
-3,34,3,-1,30,0,2,1,2,2,-1,1,5,1,1,1,2,2,1,1,1,3,-1
1,22.799999,3,-1,45,0,2,1,2,1,5,2,-1,-1,1,1,1,2,1,1,2,2,2
1,23.700001,3,5,15,15,-1,1,1,1,7,2,-1,-1,1,2,1,2,3,2,-1,-1,2
2,25.5,3,-1,90,0,-1,2,2,2,-1,2,-1,-1,1,2,1,2,3,-1,-1,-1,2
1,28.6,3,5,95,25,-1,2,1,1,1,1,2,2,1,3,-1,-1,2,-1,2,1,-1
1,28.299999,3,5,25,0,1,1,2,2,-1,1,1,2,1,1,1,2,1,1,1,1,1
1,24.299999,3,5,300,15,-1,2,1,1,3,1,3,1,1,1,-1,-1,2,-1,1,6,-1
2,28.1,3,1,0,90,-1,2,1,1,1,1,1,1,1,1,1,2,1,-1,1,2,2
2,15.8,3,-1,75,10,2,1,1,2,-1,1,2,2,1,1,1,2,1,1,1,1,2
1,23.6,3,5,30,30,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,2,2
2,21.9,3,-1,60,25,-1,1,1,1,6,2,-1,-1,1,1,1,2,1,2,1,2,2
2,23.299999,3,5,180,15,-1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2
1,26.4,3,-1,105,0,-1,2,2,1,1,1,2,1,1,1,2,2,1,-1,1,2,-1
1,25.200001,3,5,60,30,-1,1,1,2,-1,2,-1,-1,1,1,-1,-1,2,2,1,5,-1
2,26.4,2,-1,90,180,-1,2,1,2,-1,2,-1,-1,2,1,1,2,1,-1,2,2,2
1,26.4,3,5,0,15,2,1,1,2,-1,1,2,2,1,2,-1,-1,2,1,-1,-1,-1
2,29.299999,3,5,0,30,-1,2,1,1,3,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,26.9,3,-1,15,5,-1,1,1,2,-1,2,-1,-1,1,3,-1,-1,2,2,1,2,-1
2,22.4,3,-1,0,229,2,1,1,2,-1,1,1,1,1,2,-1,-1,2,1,-1,-1,-1
1,33,3,-1,90,5,-1,2,1,1,3,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,28.200001,3,3,180,0,-1,1,2,2,-1,1,1,2,1,3,-1,-1,2,2,1,2,-1
